amenities,address,phone,id,target,scraped
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"4044 Lexington Rd Athens, GA 30605",706-546-7903# 4555,4555,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"795 Oglethorpe Ave. Athens, GA 30606",706-549-6838# 5704,5704,FALSE,2021-11-20
Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"895 Ralph Abernathy Blvd., Sw Atlanta, GA 30310",404-755-1511# 4178,4178,FALSE,2021-11-20
,"1275 Caroline St Ne Atlanta, GA 30307",,17080,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"842 Peachtree Street, Ne Atlanta, GA 30308",404-892-8468# 2943,2943,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6370 Powers Ferry Rd. Atlanta, GA 30339",770-955-1812# 4729,4729,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3221 Peachtree Road Ne Atlanta, GA 30305",404-869-3308# 5731,5731,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"1554 N Decatur Road Ne, Emory Village Atlanta, GA 30307",404-373-4534# 4720,4720,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"439 Highland Ave. Ne Atlanta, GA 30312",404-230-9385# 4723,4723,FALSE,2021-11-20
,"100 Perimeter Center Pl Ne Atlanta, GA 30346",,17129,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"680 Ponce De Leon Avenue Ne Atlanta, GA 30308",404-892-1164# 3878,3878,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"865 N Highland Ave Ne Atlanta, GA 30306",404-733-6089# 4604,4604,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2237 Cascade Road Sw Atlanta, GA 30311",404-756-5591# 5395,5395,FALSE,2021-11-20
,"2539 Piedmont Rd Ne Atlanta, GA 30324",,17251,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2555 Bolton Rd Nw Atlanta, GA 30318",404-355-8855# 4661,4661,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"520 Boulevard Se Atlanta, GA 30312",404-624-0022# 7336,7336,FALSE,2021-11-20
Accepts SNAP|HealthHub|MinuteClinic|Photo & Passport,"4300 Paces Ferry Rd Se, Suite 170, Vinings Jubilee Shopping Center Atlanta, GA 30339",770-433-9437# 2089,2089,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"2014 Powers Ferry Rd. Se Ste 100, Parkwood Circle Shopping Plaza Atlanta, GA 30339",770-612-0958# 2086,2086,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"1943 Peachtree Rd Ne, Across From Piedmont Hospital Atlanta, GA 30309",404-351-4932# 2082,2082,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3030 Headland Dr. Atlanta, GA 30311",404-346-1423# 5621,5621,FALSE,2021-11-20
Accepts SNAP|HealthHub|MinuteClinic|Photo & Passport,"1520 Avenue Place, Suite B-100 Atlanta, GA 30329",404-639-5575# 7689,7689,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1610 Mt. Vernon Rd, Ste #100 Atlanta, GA 30338",770-671-2797# 4537,4537,FALSE,2021-11-20
,"375 18th St Nw Atlanta, GA 30363",,17220,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3615 Clairmont Road Atlanta, GA 30319",404-320-6658# 2526,2526,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|HealthHub|MinuteClinic|Photo & Passport,"3637 Peachtree Road, Ne Atlanta, GA 30319",404-926-3541# 2569,2569,FALSE,2021-11-20
,"2400 N Druid Hills Rd Ne Atlanta, GA 30329",,16818,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5815 Campbellton Rd. Sw Atlanta, GA 30331",404-346-4164# 4147,4147,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3401 Northside Pkwy Nw Atlanta, GA 30327",404-261-7123# 4665,4665,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport,"1544 Piedmont Ave Ne Atlanta, GA 30324",404-892-0074# 4747,4747,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2350 Cheshire Bridge Road Atlanta, GA 30324",404-486-7289# 2186,2186,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"2429 Martin Luther King Jr. Dr. Atlanta, GA 30311",404-691-3344# 4717,4717,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"235 Peachtree St. Ne, Suite C24 Atlanta, GA 30303",404-577-4054# 10043,10043,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1455 Moreland Ave Se Atlanta, GA 30316",404-622-1819# 81,81,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport,"2830 N. Druid Hills Rd. Ne Atlanta, GA 30329",404-679-4666# 4513,4513,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1685 Atlanta Hwy., Northwest Auburn, GA 30011",770-682-7053# 3646,3646,FALSE,2021-11-20
,"235 Robert C Daniel Jr Pkwy Augusta, GA 30909",,16468,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1520 Walton Way Augusta, GA 30904",706-724-0598# 3378,3378,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2902 Peach Orchard Road Augusta, GA 30906",706-798-8088# 4119,4119,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3231 Wrightsboro Road Augusta, GA 30909",706-738-2591# 4209,4209,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"2703 Washington Rd. Augusta, GA 30909",706-737-4939# 4583,4583,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2559 Windsor Spring Road Augusta, GA 30906",706-796-8146# 7746,7746,FALSE,2021-11-20
,"4125 Austell Rd Austell, GA 30106",,16525,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"800 E West Connector Austell, GA 30106",770-438-1680# 4522,4522,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"817 East Shotwell St Bainbridge, GA 39819",229-243-0373# 4535,4535,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"622 Veterans Parkway Barnesville, GA 30204",770-358-4600# 5683,5683,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"19 E. Parker St. Baxley, GA 31513",912-367-7024# 7294,7294,FALSE,2021-11-20
,"916 Loganville Hwy Bethlehem, GA 30620",,17539,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"208 Hwy 515 E Blairsville, GA 30512",706-745-9601# 7265,7265,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"11685 Columbia St., Blakely, GA 39823",229-723-4274# 5618,5618,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport,"30 Orvin Lance Connector Blue Ridge, GA 30513",706-632-8097# 7701,7701,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport,"100 Oak St Bowdon, GA 30108",770-258-2487# 5765,5765,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"206 Alabama Ave,, South Bremen, GA 30110",770-537-3847# 7721,7721,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3439 Ashford Dunwoody Road, Ne, Oglethorpe Crossing Shopping Center Brookhaven, GA 30319",770-216-8605# 2083,2083,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"2910 Buford Hwy Ne Brookhaven, GA 30329",404-325-2735# 5376,5376,FALSE,2021-11-20
,"200 Glynn Isle Brunswick, GA 31525",,17369,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5421 New Jesup Hwy., Brunswick North Shopping Plaza Brunswick, GA 31523",912-264-1321# 4567,4567,FALSE,2021-11-20
,"3205 Woodward Crossing Blvd, Ste B Buford, GA 30519",,16561,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2605 Hamilton Mill Rd, Northeast Buford, GA 30519",678-546-5352# 279,279,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"1950 Buford Hwy. Buford, GA 30518",770-945-7286# 5653,5653,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"402 N. Wall St. Calhoun, GA 30701",706-625-5452# 4506,4506,FALSE,2021-11-20
,"2022 Cumming Hwy Canton, GA 30115",,17527,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"3785 Sixes Rd, Corner Of Bells Ferry Road Canton, GA 30114",770-720-3466# 2470,2470,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"129 Marietta Highway Canton, GA 30114",770-479-1806# 7273,7273,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"6120 Hickory Flat Hwy. Canton, GA 30115",770-720-0610# 7888,7888,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2125 Maple St. Carrollton, GA 30117",770-832-0005# 4532,4532,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"546 Bankhead Highway Carrollton, GA 30117",770-834-1091# 4568,4568,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1162 West Ave. Cartersville, GA 30120",770-606-1260# 3086,3086,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"13 North Tennessee St. Cartersville, GA 30120",770-386-2417# 5692,5692,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"965 Joe Frank Harris Pkwy Se Cartersville, GA 30120",678-721-1090# 8976,8976,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"511 N. Main St. Cedartown, GA 30125",770-748-9944# 5356,5356,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"5764 Peachtree Industrial Blvd Chamblee, GA 30341",770-457-4401# 4505,4505,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1420 Highway 76, 1420 Us-76 Chatsworth, GA 30705",706-695-0518# 7227,7227,FALSE,2021-11-20
Accepts SNAP|Accepts WIC,"401 N Duval St Claxton, GA 30417",912-739-1327# 4217,4217,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"308 South Us Highway 441 Clayton, GA 30525",706-782-2722# 7759,7759,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"202 N.e. Dykes St. Cochran, GA 31014",478-934-9431# 7200,7200,FALSE,2021-11-20
,"1591 Bradley Park Dr Columbus, GA 31904",,16537,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1367 Double Churches Rd. Columbus, GA 31904",706-641-8100# 2946,2946,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1622 South Lumpkin Rd. Columbus, GA 31903",706-682-5282# 4579,4579,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3127 Macon Rd Columbus, GA 31906",706-563-4502# 4671,4671,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7042 Moon Rd. Columbus, GA 31909",706-653-2923# 4674,4674,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3617 Hilton Ave. Columbus, GA 31904",706-324-0169# 4677,4677,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4561 River Rd. Columbus, GA 31904",706-324-2108# 4679,4679,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4432 Miller Rd., Corner Of Warm Springs And Miller Road Columbus, GA 31909",706-561-5001# 7666,7666,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2041 N. Elm St., Commerce, GA 30529",706-335-5107# 5658,5658,FALSE,2021-11-20
,"2195 Hwy 20 Se Conyers, GA 30013",,17254,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3481 Georgia Hwy 20, Corner Of Honey Creek Conyers, GA 30013",770-922-4890# 4542,4542,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1541 Georgia Highway 20 Conyers, GA 30012",770-929-0310# 4694,4694,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"214 East 16th Ave., Corner Of 5th Street Cordele, GA 31015",229-273-6551# 4267,4267,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"549 N Main St Cornelia, GA 30531",706-778-5097# 3798,3798,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5384 Highway 20 Covington, GA 30016",770-788-6566# 1359,1359,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4183 Hwy 278 Ne Covington, GA 30014",770-385-5282# 4695,4695,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"10267 Highway 36 Covington, GA 30014",770-788-9430# 8418,8418,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"4192 Salem Rd. Covington, GA 30016",770-788-2026# 8419,8419,FALSE,2021-11-20
,"1525 Market Place Blvd Cumming, GA 30041",,16733,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5510 Castleberry Road Cumming, GA 30040",770-887-7720# 191,191,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1230 Buford Highway Cumming, GA 30041",770-887-6860# 2310,2310,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"450 Peachtree Pkwy. Cumming, GA 30041",770-889-1301# 3882,3882,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3095 Old Atlanta Rd. Cumming, GA 30041",770-844-5686# 4113,4113,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"4895 Post Rd. Cumming, GA 30040",678-341-6858# 4682,4682,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"603 Canton Hwy. Cumming, GA 30040",770-887-7771# 5355,5355,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"800 Blakely St. Cuthbert, GA 39840",229-732-2191# 4577,4577,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"3027 Jim Moore Road Dacula, GA 30019",770-339-0129# 3766,3766,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"495 Charles Hardy Pkwy. Dallas, GA 30157",770-445-2128# 5622,5622,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"51 Seven Hills Blvd. Dallas, GA 30132",678-574-3032# 6012,6012,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2791 Cleveland Hwy. Dalton, GA 30721",706-259-9406# 3767,3767,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2501 East Walnut Ave. Dalton, GA 30721",706-226-3664# 5608,5608,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6327 Hwy. 53 East Dawsonville, GA 30534",706-216-1303# 5640,5640,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"2738 N. Decatur Rd. Decatur, GA 30033",404-508-8058# 2175,2175,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"225 West Ponce Deleon Avenue Decatur, GA 30030",404-373-9627# 2367,2367,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2586 Lawrenceville Hwy. Decatur, GA 30033",770-491-8616# 2504,2504,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|UPS Access Point,"2458 Candler Road Decatur, GA 30032",404-284-9350# 4530,4530,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4037 Glenwood Road Decatur, GA 30032",404-288-4880# 4684,4684,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|UPS Access Point,"2444 Wesley Chapel Rd Decatur, GA 30035",770-981-2532# 4742,4742,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3820 North Decatur Rd Decatur, GA 30032",404-299-9154# 7778,7778,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"912 W. Ward St. Douglas, GA 31533",912-384-2088# 4552,4552,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"6031 Fairburn Rd. Douglasville, GA 30134",770-942-9214# 154,154,FALSE,2021-11-20
,"2950 Chapel Hill Rd Douglasville, GA 30135",,16532,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3674 Highway 5 Douglasville, GA 30135",770-942-3153# 5444,5444,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1025 Hillcrest Pkwy. Dublin, GA 31021",478-275-9591# 5353,5353,FALSE,2021-11-20
,"5950 State Bridge Rd Duluth, GA 30097",,16226,TRUE,2021-11-20
Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4110 Pleasant Hill Rd. Duluth, GA 30096",770-418-0510# 5352,5352,FALSE,2021-11-20
Accepts WIC|Photo & Passport|UPS Access Point,"2500 Mt. Vernon Road Dunwoody, GA 30338",770-394-5130# 4733,4733,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"601 Howard Simmons Rd. East Ellijay, GA 30540",706-635-2500# 7736,7736,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"535 Oak St. Eastman, GA 31023",478-374-4713# 4564,4564,FALSE,2021-11-20
,"3660 Marketplace Blvd East Point, GA 30344",,16874,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2907 Main Street East Point, GA 30344",404-763-8405# 4424,4424,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"809 Oak St Eatonton, GA 31024",706-485-5832# 7744,7744,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"232 Elbert Street Elberton, GA 30635",706-283-7176# 3776,3776,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"80 Fairview Rd. Ellenwood, GA 30294",770-474-7926# 5633,5633,FALSE,2021-11-20
,"4223 Washington Rd Evans, GA 30809",,17120,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"4385 Hereford Farm Road Evans, GA 30809",706-210-0015# 2407,2407,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5101 Washington Rd Evans, GA 30809",706-650-0911# 8960,8960,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1044 Furys Ferry Rd. Evans, GA 30809",706-860-3945# 945,945,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"77 Hudson Plaza Fairburn, GA 30213",770-964-7167# 4709,4709,FALSE,2021-11-20
,"107 Pavilion Pkwy Fayetteville, GA 30214",,16243,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"480 North Glynn St., Fayetteville, GA 30214",770-461-3431# 4760,4760,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"816 S. Grant St. Fitzgerald, GA 31750",229-423-6523# 4603,4603,FALSE,2021-11-20
,"5865 Spout Springs Rd Flowery Branch, GA 30542",,17450,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"7395 Spout Springs Rd. Flowery Branch, GA 30542",770-965-1037# 5995,5995,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4050 Winder Hwy. Flowery Branch, GA 30542",770-965-1979# 792,792,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1029 Forest Parkway Forest Park, GA 30297",404-608-0751# 2184,2184,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"430 Tift College Dr. Forsyth, GA 31029",478-994-0193# 7706,7706,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"887 Battlefield Parkway Fort Oglethorpe, GA 30742",706-861-3337# 3760,3760,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"104 Vineville St Fort Valley, GA 31030",478-825-0080# 4585,4585,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"103 Jesse Jewel Parkway Sw, Southeast Gainesville, GA 30501",770-536-3441# 4507,4507,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3709 Thompson Bridge Rd. Gainesville, GA 30506",770-503-7454# 5071,5071,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1400 Park Hill Dr. Gainesville, GA 30501",770-534-8408# 5626,5626,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"100 Minus Ave. Garden City, GA 31408",912-964-6712# 4258,4258,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"6201 Lake Oconee Pkwy. Greensboro, GA 30642",706-453-9094# 8424,8424,FALSE,2021-11-20
